Theta [deg],dB(rETotal) [] - Phi=0deg,dB(rETotal) [] - Phi=45deg,dB(rETotal) [] - Phi=90deg,dB(rEZ) [] - Phi=45deg
-180,-9.59574607688257,-9.59574607688257,-9.59574607688256,-317.104667444631
-179,-9.64386559921153,-10.0014731016622,-10.4740215198276,-47.6203434163708
-178,-9.94635709931257,-11.6732839003129,-13.7105124647802,-43.6961086126558
-177,-10.0543946270587,-15.0648134070534,-20.711175238064,-44.7079483745712
-176,-9.57745717029506,-20.649954973063,-17.1186010158934,-53.4743053985153
-175,-8.70006674820569,-19.385842462522,-11.4187070399967,-43.5953541245201
-174,-7.9551132503963,-14.0918055679245,-8.94399253789683,-35.8179479583708
-173,-7.74862929106847,-10.9162124013705,-8.5562252133366,-31.3523009477985
-172,-8.32925044115989,-9.06664680931231,-10.2826503621734,-28.314030831522
-171,-9.91914817139797,-8.10117433665494,-15.6672710768836,-26.1527668808076
-170,-12.7691040074169,-7.88546121341515,-21.4246834206961,-24.7658609780584
-169,-16.4802418428591,-8.48279849519393,-10.9130380542144,-24.2871740271892
-168,-16.9925813917322,-10.1109831708513,-6.42719361609715,-24.9678181379478
-167,-14.6125955287114,-12.8524479840001,-4.50592919969323,-26.7288851500195
-166,-13.462082304523,-14.2335793430918,-4.48583826903002,-26.7061495736336
-165,-14.0933319448024,-11.2510940733952,-6.72994871850277,-23.0680887371668
-164,-15.8825894382862,-8.34712659875192,-13.1408471966435,-19.8928488671126
-163,-14.9457266358362,-6.90339462081207,-11.3050885750617,-18.1960455493034
-162,-11.124629308295,-6.72778816750994,-4.02703286916363,-17.8111114495032
-161,-8.31041875620347,-7.3923129532966,-0.694906507282647,-18.3312945961412
-160,-7.11237634540553,-8.21286861314256,0.3584933310881,-18.9220893404091
-159,-7.61872352468337,-8.82530386129055,-0.582782959707734,-18.9572027667464
-158,-10.300820586787,-9.90617259566356,-3.954163170597,-19.1851589104846
-157,-16.720983601065,-11.9445459603886,-9.51626272631554,-20.2290303704903
-156,-18.6347423782637,-11.5005029166578,-6.51734587444156,-19.6440704622149
-155,-12.3625381158936,-7.66135868103424,-3.01930450202327,-16.2290390884208
-154,-10.2433161946205,-5.02857666479946,-2.39233904150789,-13.6386455938597
-153,-10.5213636585558,-4.32441775651998,-3.80062343362565,-12.9769658688781
-152,-12.3848886276487,-5.58283672086962,-5.95263769866299,-14.573546855835
-151,-14.9846249879974,-8.96090451025321,-7.16968916599264,-19.2311193393075
-150,-17.2229574322076,-12.7173932911916,-8.58692681997907,-22.8463835324718
-149,-17.5589461067736,-11.6585422434413,-9.14274360534281,-18.0956147860313
-148,-14.6825752802716,-10.8445395255574,-5.13725385902908,-16.5437250887604
-147,-11.7139839644807,-11.9230974259675,-2.16839766714245,-17.7441096369392
-146,-10.4292934004079,-11.0875451238037,-1.59174399202659,-18.2013795482046
-145,-10.9206280255847,-8.42626267408149,-2.89248568131523,-15.8650338800379
-144,-12.4450483552682,-7.48723254203863,-4.4573236438569,-14.9028054443179
-143,-13.3031723342531,-9.03253097398948,-5.04576127735486,-16.8864166334946
-142,-13.4313615912833,-13.5419435934293,-6.28688099001932,-22.914789534963
-141,-13.2528268080349,-16.1735136354969,-6.50936443344087,-21.0849168233311
-140,-11.7239064576575,-11.3975778756416,-3.84643874915532,-15.9856078873417
-139,-10.3379797811329,-8.67734797801188,-2.56463329812304,-14.2001285314889
-138,-10.4144769898798,-7.68747718450578,-3.42913058205085,-13.9914673338551
-137,-11.2663948122468,-7.80097910701607,-5.10926503723379,-14.195680450267
-136,-11.6883018796255,-8.97030625669471,-6.0337330123959,-14.8495549835291
-135,-12.8995767314336,-11.3624594867904,-6.03329758623213,-17.1093751131527
-134,-16.3035287351187,-13.5201508905657,-4.67558229566559,-21.1649639071877
-133,-17.2380972934801,-12.3733506961774,-4.06820420902992,-19.4985549333284
-132,-14.6406095120028,-10.9789715707018,-5.84306620048731,-15.9726296993474
-131,-13.2052661897997,-10.8946495926991,-7.62844906657233,-14.7239220607183
-130,-12.2721012730412,-10.9307135456824,-5.85799437102704,-15.0876358426465
-129,-12.8888080284825,-10.2627655279175,-4.92720692872487,-16.0725560011123
-128,-15.6844082928567,-9.86171878737941,-5.19897926582171,-16.3439737019209
-127,-16.0438331548731,-10.5008141288254,-5.71948896010523,-16.6686859515137
-126,-13.9827933007659,-12.6743031807259,-5.29684888621489,-20.0303014111609
-125,-11.7699321354016,-16.3282286254865,-3.77222755868443,-30.5352436862863
-124,-9.81579748614521,-15.607801940924,-4.27908548507932,-20.0050059707395
-123,-10.1699953269194,-13.0445129573533,-7.53674421341342,-17.2791000666235
-122,-12.0715014840994,-13.4804091323643,-6.51648150565517,-20.0520847235164
-121,-11.2193803792941,-16.4190991334026,-5.36725242176754,-27.7275800646226
-120,-10.4891485217083,-17.1925715860523,-8.13242064150541,-22.4204874578804
-119,-10.9760245564047,-15.8185607589402,-7.80359907387547,-20.2785387924232
-118,-10.0542491950958,-15.4384044025951,-5.3874019661056,-20.7196926304541
-117,-9.24320517884345,-15.1864133176124,-5.37833237877949,-19.8425102671646
-116,-9.52252666871716,-15.5102360001335,-5.94732815437082,-18.9803087242408
-115,-9.35158244296722,-15.7208249098577,-5.99044056306436,-21.0728931262511
-114,-8.41739939173902,-15.0844035767849,-5.82856022245382,-23.3813407093608
-113,-8.58598394552974,-16.0927601022863,-6.59385836594594,-20.1099306231966
-112,-10.1462566642876,-16.8000234642919,-6.99661244982112,-19.9327286748129
-111,-9.03994543283587,-15.4179538865135,-6.67348836652287,-21.4956864813364
-110,-6.55779429543842,-17.58804559335,-8.29730552028288,-20.8065236270779
-109,-6.02415513721377,-16.1746320183271,-7.70641285089572,-22.2731345027151
-108,-7.25013115598514,-11.7284731155827,-6.5036448886565,-22.908924584138
-107,-7.81206139183173,-12.6651195460482,-8.03418698983355,-22.2899787911721
-106,-5.76348055843817,-17.6147110359409,-6.93226126880759,-27.8447870028417
-105,-4.64031281088158,-14.4377062633519,-6.30145139204978,-24.1599820851074
-104,-5.67071741413339,-15.8287583214958,-9.8523445799944,-21.4965956027997
-103,-5.87372362286336,-18.1736315283018,-10.3913221116752,-20.5288429445928
-102,-3.81237061544345,-11.9635462214988,-7.77933205742305,-18.6716485678676
-101,-3.93308540899096,-12.1352194077714,-8.93934835487374,-22.1976037271582
-100,-6.67129016907058,-12.8231264513365,-11.7036386310435,-24.0153404729902
-99,-4.85840688663832,-11.3250947003647,-10.6255374468932,-18.3453484342325
-98,-2.81163644929287,-14.8591182552717,-10.3518856206786,-21.2736132278798
-97,-4.63658109223488,-13.9802647143984,-10.8306237008535,-23.6300713781809
-96,-5.59094915445521,-10.0531362208216,-9.00362166740741,-18.0651710910727
-95,-3.39637769608913,-11.3582920159033,-9.46353584080483,-21.604467501146
-94,-4.0950966716423,-13.4503199774417,-11.6444466875525,-29.2386482472333
-93,-3.99671519521565,-12.7510090681993,-11.7172734263651,-20.109871333151
-92,-2.15812252580959,-12.7125813310156,-13.4582774899752,-25.2546540130623
-91,-2.9165570535218,-12.1194333897588,-10.2328365171404,-24.0976932625618
-90,-4.42311785231506,-11.2892296078015,-7.69740171697271,-18.6676802892595
-89,-3.5243649666421,-10.5901061040005,-8.87424567347287,-23.393426598166
-88,-3.06584155059045,-11.2956678105471,-9.63988555381155,-29.2291800041046
-87,-3.20701157964963,-10.5187863483078,-9.71209428954683,-22.2568609543979
-86,-3.53673168068663,-8.70593533356283,-10.20345726019,-27.5679891869039
-85,-4.00815773790075,-9.39048646030957,-8.8369114241812,-34.9850147985792
-84,-3.65889330715985,-8.96897777493999,-9.83365727862444,-28.0307725048424
-83,-3.03034769844646,-8.09746780717128,-9.58887434049398,-29.1311713142685
-82,-3.0903434944932,-9.41614891780636,-8.02962449517507,-28.2183147051748
-81,-3.02068077558301,-8.98370560597988,-10.3932661820561,-27.76993891653
-80,-1.94394205425949,-9.34715116466829,-10.3678954212667,-28.2598982845582
-79,-2.04718656106816,-10.8702984714509,-8.53842646305777,-26.8684997468599
-78,-3.51157461063267,-8.55184361851397,-8.4754095611402,-26.9996256477722
-77,-2.78711902377619,-8.47046399640721,-8.19321824841874,-32.8927960979991
-76,-2.49324257076303,-9.35645194795886,-10.7604753221953,-19.7719294832943
-75,-3.97824983159904,-9.02563076426441,-9.23540081605794,-17.4858658889956
-74,-3.51332551892726,-9.961897626093,-7.96954157835886,-23.6840015341328
-73,-3.49964862485305,-9.4317498446733,-12.7713226076784,-24.9088210589283
-72,-4.28912409837044,-8.91713233405763,-7.90135049742952,-19.0182619347208
-71,-3.55409702140722,-9.11424484545316,-6.9639272013627,-23.3114842429195
-70,-4.33284848443427,-9.1164295839891,-9.34085527844501,-33.7806413994714
-69,-4.12666191345702,-10.9095598279053,-4.65699875846296,-25.3316199850205
-68,-2.51422841507286,-10.1263812430395,-5.0345976294557,-23.9936150342005
-67,-3.48627233072434,-8.98431140018313,-10.1586575473025,-19.69813967008
-66,-4.43989963748096,-11.7529780789604,-5.52381215462355,-20.9681761223669
-65,-3.33354669040756,-12.3538143755566,-5.68892121281191,-23.6483203204753
-64,-3.55259490892909,-10.1645436344887,-11.4422740580882,-19.4021451717805
-63,-3.72225366597408,-10.0665771984472,-7.05522026608701,-22.3652836661999
-62,-3.27074643141856,-9.36019674230031,-6.87548386870289,-30.5931684197795
-61,-3.80086944713449,-8.90266632878424,-10.8856266501677,-22.9506108524611
-60,-4.52761971971888,-9.49469355655872,-7.58690551215825,-33.2502919390276
-59,-4.39878443426642,-10.4771569049518,-7.17569211820002,-21.7328879011007
-58,-4.38678270110418,-12.015019813124,-10.4750225949773,-18.7384626803081
-57,-5.02450996547664,-11.9438105778931,-10.3296989819429,-24.2328486577075
-56,-4.81184713877496,-10.803170796624,-10.7984401708514,-18.8672054735847
-55,-4.0413929049149,-10.6346780830025,-13.5811186955867,-15.7329040544888
-54,-4.7871978836645,-10.1964177726634,-11.7406199326282,-17.6889848887273
-53,-5.66373151875697,-10.1068172350969,-12.6585530273744,-16.8876502789529
-52,-4.6009835040662,-11.8242277850813,-20.0480877865049,-15.0240267419243
-51,-4.51705415016699,-14.8325180398174,-14.1746850443829,-18.1226450660133
-50,-5.61126241105308,-13.1382986020094,-11.1745511382912,-18.5592447291894
-49,-5.70637254764894,-9.23665421414996,-10.4358478433815,-13.5701928573682
-48,-5.2634326831175,-7.85833410423106,-7.95613680800825,-12.9860591474588
-47,-4.16105252855573,-8.64733671525472,-6.95815314304796,-14.7771350402155
-46,-2.6810061335429,-8.0852805571403,-8.47089285055102,-14.577001837931
-45,-2.44332127317334,-5.50359323133589,-6.58659929586876,-13.337706654526
-44,-2.67624509428608,-4.45841168324233,-3.04985647056892,-13.5437259525813
-43,-1.49183582158131,-4.93536457498226,-2.32816810198697,-14.3769272758584
-42,-0.324456499898728,-4.03305973778716,-3.59132074812679,-13.658848011298
-41,-0.149187935260653,-1.46159606637133,-2.88328539308486,-11.9853587978549
-40,0.0362261445669383,0.254219848490827,-0.920527688403285,-11.1029084459328
-39,0.833004317637063,0.957157941820484,-0.692216836994374,-10.3175576656915
-38,1.49757146228834,1.37134931963042,-1.01538927339596,-8.68481648872021
-37,1.86236518985161,1.69474926208296,0.354234647715051,-7.57175135078975
-36,2.39667748527266,1.6593230259106,1.42868546288995,-8.07914672257659
-35,3.17177451803089,1.77082322126053,0.768440151861188,-9.93944371589336
-34,3.7944769120936,2.89814997068157,0.267445117705739,-10.6958865323371
-33,3.96817191111874,4.34639328932851,2.41990900182716,-9.30225435053694
-32,3.71216378243139,5.12861419726416,4.18106345031226,-8.17421759489663
-31,3.53611808083556,5.11974324848836,4.15058773881618,-7.76829680825465
-30,4.1366222694535,4.83455602431984,3.21090253047796,-7.52836606379828
-29,5.25666734245293,4.98289257887332,3.85903327315587,-7.1055671104206
-28,6.10033161687074,5.55034164012967,5.58027010315012,-6.6846129229764
-27,6.35194814905344,5.95323988249169,6.23466433410575,-6.63328635965546
-26,6.16207778777963,6.02750379215931,5.56534900225269,-6.96241815580186
-25,5.88437352980177,6.25426698427143,4.87039949915977,-6.90587932896847
-24,5.78921215470193,7.06419724083034,5.84476150683002,-5.81188277524928
-23,5.9493224585652,8.02276776930005,7.21118896353149,-4.54061360046936
-22,6.39477293314234,8.46963875190943,7.49364529239872,-4.03710408266321
-21,7.09962025077328,8.17304139946951,6.44246383066261,-4.52363870780244
-20,7.83965302098208,7.4486650787585,4.82912941047239,-5.56721982945005
-19,8.31675718298006,7.23961637459696,5.04073869986103,-5.95271654341111
-18,8.36601058636462,8.09455979285988,7.00784516610517,-5.1402444263873
-17,8.04418421834683,9.22407417455283,8.51873737279486,-4.2471233625438
-16,7.67390005263469,9.8650387834681,8.98832864053676,-4.08600123558733
-15,7.72532928612953,9.82753925664719,8.52499461950128,-4.80550517627981
-14,8.34086820929023,9.25859976792877,7.52047965812219,-6.21819050249125
-13,9.17414730967458,8.57476513966056,6.82358008282496,-7.75502347800902
-12,9.85072230892631,8.32975947143476,7.24204825787186,-8.58198801156425
-11,10.2098644311012,8.68834574257786,8.37620974710206,-8.59707339277415
-10,10.2477507046524,9.27782491661353,9.42421203692229,-8.50738165344249
-9,10.042309338105,9.72522521078463,10.0658552570756,-8.79944373146242
-8,9.71634793323584,9.9030873333559,10.2939732257626,-9.57944993047662
-7,9.40956411072581,9.85354913751358,10.2149568298051,-10.7802756638453
-6,9.23613725882605,9.69756217627576,9.98063067387335,-12.2792627505118
-5,9.23992069589218,9.56929607170711,9.75191741537157,-13.9768574717824
-4,9.38633979034072,9.55484676130682,9.64624515801831,-15.888478931286
-3,9.59896203564423,9.65666796700414,9.68875586489256,-18.2322767900314
-2,9.8026767941771,9.81220029132425,9.81844673428718,-21.5539125134911
-1,9.94479907418787,9.94386577325526,9.94434970387846,-27.4185878664718
0,9.99721858644104,9.99721858644103,9.99721858644103,-317.937764704102
1,9.95247934324645,9.95562326736087,9.95207446080331,-27.4230090554995
2,9.82141684353584,9.84202574762336,9.83267423644592,-21.5478065808022
3,9.63420858408017,9.71398255821052,9.70678735513945,-18.1905417480872
4,9.44256386552621,9.64585274988821,9.66376125704798,-15.7879510339983
5,9.31598674723164,9.69024236207771,9.76391184834523,-13.8135445043834
6,9.32171636359648,9.83326719016884,9.98363064564545,-12.0771544089521
7,9.48745900897196,9.98273543162741,10.2084280334069,-10.581368839544
8,9.77135729722193,10.0044770221538,10.2790032840599,-9.42672797962132
9,10.0693750418452,9.77959999573304,10.0418792445946,-8.72823918320722
10,10.2538266956874,9.26786560798596,9.38563206544268,-8.54389463348055
11,10.2120082063574,8.60226783497196,8.31239550149039,-8.75204647306723
12,9.87444991481606,8.17513428122008,7.15455766967537,-8.8274618000996
13,9.25081545427835,8.38424526123605,6.76613428772517,-8.02814322856479
14,8.49322349837972,9.05771297183875,7.54767962526316,-6.50151387792
15,7.92888476545144,9.6183373164868,8.6128138825923,-5.12156097598603
16,7.84483237521524,9.64164044248345,9.08747537085674,-4.4507061159202
17,8.12040514444437,8.98474315386101,8.57702882567979,-4.66302485943071
18,8.35074771337917,7.85554266441769,6.94668770303285,-5.57870872009738
19,8.24068434725232,7.04780306178418,4.76731644883001,-6.30314195430205
20,7.73281739207984,7.31712117400863,4.55156257019945,-5.75274531452422
21,6.98264752403599,8.04643422687586,6.35813773864217,-4.64589210480342
22,6.26445525064573,8.30641781381283,7.48492474501773,-4.18001964267303
23,5.7602838791112,7.81824446184409,7.16624490940083,-4.71822452582049
24,5.47532568663432,6.85777137712746,5.65294517348197,-5.98606145498369
25,5.43651204808464,6.10920322745839,4.5437463382104,-7.0596144649562
26,5.68162167798357,5.92120005744821,5.35192001592242,-7.24105237793204
27,5.96960136460995,5.78624044235411,6.13119355675068,-7.15498343337082
28,5.86955555930897,5.26681990960854,5.4683687101739,-7.36714421758332
29,5.12182907215037,4.62314653692905,3.65948064433647,-7.72777591368512
30,3.90197477224741,4.48314458671019,3.121756957883,-8.0225308865709
31,2.99619773286927,4.76350695841221,4.29824640296928,-8.44224801020765
32,3.02819403368186,4.72894768415335,4.42815692067596,-9.39417116276843
33,3.40673627243242,3.95382588816428,2.68563483149083,-11.070532694669
34,3.40111000057244,2.62267717083979,0.544443158407667,-11.9419349589283
35,2.85289184913894,1.5812535125357,1.10779968502306,-9.97321416184617
36,2.02869953737442,1.38262764498308,1.80507431191947,-8.09294254993346
37,1.35710672817139,1.35726173573609,0.725174660011278,-8.00485433141668
38,0.83355211733832,0.989149432156609,-0.812258364462688,-9.60382137373489
39,0.0905923368782717,0.435491927609759,-0.694585454314005,-11.2525716930894
40,-0.556714457974067,-0.320240537338935,-0.92158463565507,-11.2761571309661
41,-0.49404368725445,-1.86609367568605,-2.6231153733649,-11.515813013914
42,-0.574347955327728,-4.17118571986507,-2.99767536017749,-12.6171839206463
43,-1.61586250471668,-4.64946119874543,-1.99532632805506,-12.6416549739589
44,-2.53984833993192,-3.65484757054805,-3.22998619605728,-11.5780802627566
45,-2.29504893894641,-4.50992645404083,-7.73890385981318,-11.7088078213687
46,-2.55438818250551,-7.70296665572543,-8.86291313705897,-13.5101400875393
47,-3.79749427386834,-8.53244282635341,-6.77559777022331,-13.4177460104494
48,-4.57794709907645,-7.01758120258994,-8.43521233530534,-11.4283550239771
49,-4.74224834339763,-8.16601768746687,-11.3381796520827,-12.1761677079249
50,-4.60582169801519,-11.3596887812651,-11.1536380960626,-16.1741929481531
51,-4.00299183672863,-11.7777843505908,-14.7241915399511,-14.9630756349858
52,-4.26857523639172,-10.5355965859241,-20.8044299183028,-13.1941154841584
53,-5.05413100171739,-9.91694868648644,-11.6425857227636,-15.286762744963
54,-4.30509249536336,-9.56071347154405,-10.4945200060173,-15.2289490829677
55,-3.69333131068285,-9.47124711072621,-11.8508448416239,-13.7938793025639
56,-4.35428218088361,-10.1466141729212,-10.3515145867141,-17.0096558626356
57,-4.90028400605846,-11.2061158311536,-9.77309357060241,-21.0475945962268
58,-4.75864349019138,-10.336195129158,-9.01954191888376,-17.1756656070631
59,-4.97295216832432,-9.69550388172568,-6.62476038139619,-18.7099948115005
60,-4.88579185228336,-10.1595537552642,-7.46080880967541,-27.4209976910359
61,-3.62360932485138,-9.40562970193341,-10.1456954792767,-33.8234091430877
62,-3.17753565412943,-9.2398168464007,-6.59708895739171,-28.8323897733832
63,-4.04426307791599,-9.80524924279155,-7.23070420494399,-21.7001171353673
64,-3.71611525845545,-9.83193593086103,-11.9069288774992,-20.2134200492373
65,-3.59322925957774,-11.9611075963186,-5.38530016029546,-22.9296839846156
66,-5.39029603133885,-11.1035348918499,-5.0367501519781,-19.5773522523856
67,-4.16134070546717,-8.49545579129266,-10.1002394598622,-16.758296735607
68,-2.87972256832379,-9.70719391552347,-5.36074175382497,-17.9311678737181
69,-4.43221841521598,-10.3084051006656,-4.90317486284331,-23.7118378639317
70,-4.14921196851144,-8.99612584314646,-10.6113423923488,-32.8006624540473
71,-3.08558671485363,-9.07833392720493,-7.50865300685151,-19.3128930000338
72,-3.92211334924629,-8.7389459481378,-8.10748362189849,-17.9796547288672
73,-3.30389952439377,-9.60411568573109,-12.2626882019459,-25.2095068798509
74,-2.89527657451098,-9.56916638211234,-7.2465530793733,-24.068443785844
75,-3.54630934019697,-8.25443956755696,-8.66613987573082,-20.2541513013832
76,-2.68211418125006,-8.58327603405131,-10.350568202518,-25.9165710310762
77,-2.79017908706341,-7.73141444714371,-7.79364536103134,-32.966815639126
78,-3.88599454496326,-7.90801625682286,-8.6600091172984,-24.6749067407271
79,-2.83823152051803,-9.42422919097782,-8.87231420352434,-22.8886975742956
80,-2.3135048839513,-8.12390878690279,-10.3734953522907,-26.2645797086998
81,-3.15237055892129,-8.51548902493124,-10.1907055487357,-34.540726426213
82,-3.29655443846238,-9.09884612513826,-7.8510115053465,-21.5673930121952
83,-2.97357902205857,-7.52923124847073,-9.62722879284377,-19.9405589001927
84,-3.54363918436644,-8.35947917807394,-9.43038514050187,-22.875107512461
85,-3.87078609795865,-9.26538505907654,-7.90652428059981,-29.9561270950561
86,-3.03330875408144,-8.28771386719007,-9.63786198415217,-22.8611256329522
87,-2.82222375207065,-9.55137347095829,-11.2337208901174,-21.0522298205305
88,-3.08860285463594,-11.7466225084483,-11.8540041165193,-31.0683695778015
89,-3.4340871453854,-10.8859676049334,-9.71997440052948,-23.8655928199825
90,-4.10737924352036,-10.688467045624,-8.388611687117,-20.1962867113026
91,-3.01910182030882,-11.9332770633354,-11.5933643292944,-27.7263412418611
92,-2.36781016433222,-12.0272159814576,-12.8056584723461,-24.6456228642323
93,-3.62607477621292,-12.554730127987,-10.0872830073289,-21.5840290162135
94,-3.36648690802924,-14.6822726436066,-10.4195704419159,-33.8369598180374
95,-3.13863423994628,-10.9802201046297,-9.15393159895817,-23.0648051945306
96,-5.46324141803323,-9.16760435558693,-8.16337543651416,-20.3569920518914
97,-4.68234510929074,-12.191969321938,-9.07184224925729,-22.2986928269779
98,-3.20410927658347,-14.1119698176891,-9.57755097098003,-18.789622375915
99,-5.34532367773762,-11.1191362185213,-10.0286508109683,-19.1509748888588
100,-6.58257978163105,-11.376058636724,-10.8472028124706,-25.3045021175888
101,-3.83048425792244,-11.0175375309249,-8.77249363698969,-18.7057046953068
102,-3.7808005351108,-11.5217124742384,-7.49742159742277,-17.2818964287481
103,-6.30438488290791,-17.0608061529438,-9.98700197373814,-20.9441686485699
104,-6.51558574526477,-18.36862513479,-10.0463738270703,-23.0468950161036
105,-5.03054888876096,-17.5035879926618,-6.48693124274212,-23.7662744671456
106,-5.99789834088324,-19.1828227777478,-7.22045946646689,-22.9172652206719
107,-8.32560759219592,-13.4281405422348,-8.79611327982251,-20.0090541842728
108,-8.03167871295097,-12.3645993834386,-7.26375373432643,-18.403253701151
109,-6.97448390315387,-14.8811398856943,-8.14183658729715,-17.0872743898061
110,-7.54783162642188,-16.1683033122221,-8.38693103183584,-17.5738281147606
111,-9.38930040532332,-15.3155457642647,-7.32133152442438,-17.994141732783
112,-9.14928233646005,-15.1625869989834,-8.41016378557008,-16.5194576641619
113,-7.81736633091295,-14.4078387251105,-7.82910694930255,-16.7758655528885
114,-7.98191544284893,-13.8495426896596,-6.45305373157022,-18.70584788873
115,-8.69632598296269,-14.9301622313132,-6.38842796992501,-19.5094453719609
116,-9.12650078360326,-16.4377940977761,-6.18183233211028,-19.8724615672565
117,-9.67275223246494,-16.0284940102031,-5.53049222622947,-21.6510447778391
118,-10.5208667808824,-15.6878674847924,-5.86650147096034,-24.8222198752485
119,-10.9501204798312,-16.9359431059605,-8.31001227984323,-27.1095755441965
120,-10.7166239029144,-19.5512054178171,-7.55879791900023,-27.0016485560334
121,-12.239094613873,-16.371318250982,-5.23718745314521,-22.9401172091608
122,-13.3816203427366,-12.5678170315678,-6.95863456371393,-18.9783222163332
123,-10.2553651015877,-12.2062387689791,-8.01025601495954,-17.9866119641207
124,-9.54017511560826,-14.9615140932218,-4.27024943947252,-20.3933060460065
125,-11.6886192075124,-16.0868855146844,-3.62186512885332,-27.9561189111529
126,-13.7278246230897,-12.3884409086211,-5.12135368285589,-25.3785153855036
127,-14.5924441091975,-10.0750384824251,-5.59707551673938,-19.6967443063153
128,-15.5217612158287,-9.54977151261976,-5.07367220874823,-17.6158610589028
129,-14.4010503494936,-10.3265383497364,-4.81909388187528,-16.8150956350606
130,-13.3533129470955,-11.267664576976,-5.68343608743866,-16.3131334258483
131,-13.3161540976695,-11.3595205330699,-7.5008901236638,-16.3955530550179
132,-14.5095975014231,-11.7798012528506,-5.95072920700507,-17.7321241957817
133,-16.7381845602753,-13.5589069734182,-4.09175372345334,-20.7280615844721
134,-14.7087236277611,-14.5999746911175,-4.73678200466018,-22.8185250606803
135,-12.0878024617949,-12.0600209315328,-6.54342178227261,-19.2570811567628
136,-11.852462924554,-9.56403065122944,-6.42514933266425,-16.2444402481176
137,-12.1013323761246,-8.29504259855443,-4.89153605698585,-14.7702326370268
138,-11.0680730577402,-7.97714119607503,-3.28176889103595,-14.010993913425
139,-10.8212297583644,-8.72145953636993,-2.72962233492721,-14.0470532715909
140,-12.5492522122648,-11.4783267929361,-4.16120394747454,-16.0298507719023
141,-15.0682005597382,-17.987640703327,-6.77017075037872,-22.1673520070543
142,-15.688357909449,-14.318831775675,-6.51091248208442,-22.325035451439
143,-15.2786085142401,-9.05500304062965,-5.26349737631255,-16.0559952578363
144,-13.5518490134874,-7.58080507985847,-4.59640245927598,-14.4883290407654
145,-11.2923520249842,-8.88489237426292,-2.97287055472792,-16.0821623401341
146,-10.5774967628222,-11.9106384189073,-1.58952977428224,-18.9740413722221
147,-12.1100924818632,-11.5678530812953,-1.98232593611177,-17.3134369225656
148,-16.3910542438106,-9.73200570421208,-4.57707371318902,-15.5269458813519
149,-22.2926255044757,-10.3987756211546,-8.28827084386859,-16.9950323756846
150,-18.9000963708145,-11.8908105235881,-8.56496014594087,-22.6497031238485
151,-14.8162402584125,-8.59245919613882,-7.44315684301895,-19.3572066392548
152,-12.2379376033184,-5.27503577558398,-6.3838417095807,-14.201001201115
153,-10.9204171537185,-4.14019225878636,-4.40218221037992,-12.5650173200152
154,-11.1454833877472,-5.09048700254185,-3.02969633020129,-13.3752492085782
155,-13.655441800279,-8.14926216757755,-3.6040672608229,-16.2986865128846
156,-20.2364839073769,-12.0367316332998,-6.90778110596023,-19.8804175803906
157,-16.7333484863804,-11.0050066120596,-9.39892056516648,-19.6035371639563
158,-10.4535017529585,-8.8610453694646,-4.0539257493718,-18.3238075610519
159,-7.69979399873927,-8.32265364010455,-0.651943182976471,-18.4978482088418
160,-7.08268750361543,-8.51185599911347,0.441958145505495,-19.3015504007096
161,-8.27871302368112,-8.21550698347209,-0.353249063190846,-19.2777959809966
162,-11.5618931051346,-7.53748904558084,-3.1871014756042,-18.7045758415598
163,-18.0677821200411,-7.46826146944788,-8.84674317920045,-18.8311146219305
164,-21.323772637554,-8.62087814522574,-11.6221917711465,-20.2528266721795
165,-16.0686817604239,-11.3112033112504,-6.55706806625842,-23.2115185450039
166,-14.4262562390823,-14.8984721889784,-4.24816891894329,-27.272551603344
167,-15.3242231534417,-14.5393821876948,-4.13045977582658,-28.5160406433834
168,-17.5072975795351,-11.6270494129484,-5.8973870264738,-26.7197050759555
169,-16.3288233522565,-9.88521470127392,-10.1263474105638,-25.8017195433894
170,-12.5387211167799,-9.34465528640114,-19.6192740335591,-26.1236326875976
171,-9.81876258280331,-9.67455383887528,-15.6499390544488,-27.3668175572169
172,-8.3649156359931,-10.682303170404,-10.0701552345814,-29.3150919992267
173,-7.92913125913096,-12.409630329299,-8.19461186140494,-32.0317445367386
174,-8.31488009857068,-15.2648578610483,-8.4055844492472,-36.0395913828287
175,-9.29428197997544,-20.0942829141098,-10.5502311201116,-42.8582792615963
176,-10.4141298740995,-22.0713386278349,-15.3062180237066,-52.3497511944997
177,-10.9492528802447,-16.2252609272464,-19.6150610436981,-45.3828054083765
178,-10.6142869745352,-12.3902484349044,-14.0011672943451,-44.0935834648676
179,-9.9740104842384,-10.3453612110421,-10.6326015630526,-47.8049256467137
180,-9.59574607688257,-9.59574607688257,-9.59574607688256,-317.161970593319
